id_tramite,nombre_solicitante,dni_solicitante,fecha_solicitud,tipo_tramite,area_responsable,canal_entrada,monto_asociado,documentos_completos,solicitante_declara_urgencia,dias_desde_solicitud,prioridad
1095,Ana Belén Moliner Feliu,10.14584945/t6w9a69,2025-06-18,Permiso para Evento Público,Registro Civil,Telefónico,966.02,False,False,13,Alta
1096,Flor Elías,10.19044350/m4l8f50,2025-05-21,Reclamo de Servicio,Servicios Públicos,En Línea,0.0,False,True,41,Urgente
1097,Eustaquio Urrutia Font,10.83753572/n6n7b06,2025-06-17,Pago de Impuestos,Registro Civil,Telefónico,5515.82,False,False,14,Alta
1098,Guiomar Narciso Bernat Arenas,10.41972166/r6r4g14,2025-06-30,Reclamo de Servicio,Seguridad Ciudadana,Presencial,0.0,False,False,1,Urgente
1099,Epifanio José Luis Durán Lorenzo,10.40920343/b7k9q14,2025-06-27,Reclamo de Servicio,Seguridad Ciudadana,Presencial,0.0,False,False,4,Urgente
1100,Nieves Palomares Reina,10.40430762/q3j2h25,2025-06-05,Reclamo de Servicio,Registro Civil,Presencial,0.0,False,False,26,Urgente
1101,Encarnacion Pulido Arnau,10.39772497/i6x6k90,2025-06-26,Licencia de Funcionamiento,Servicios Públicos,En Línea,2055.89,True,True,5,Media
1102,Nicolás Ballesteros Torrents,10.17714930/h3u1d88,2025-06-30,Licencia de Construcción,Servicios Públicos,Presencial,20832.25,True,False,1,Baja
1103,Gerónimo Luz Solana,10.19689768/g3r5w98,2025-05-21,Licencia de Funcionamiento,Desarrollo Urbano,Presencial,1525.46,True,False,41,Media
1104,Antonia Fábregas-Ortiz,10.15273406/t2x6e99,2025-06-07,Licencia de Construcción,Seguridad Ciudadana,En Línea,27565.65,True,False,24,Media
1105,Telmo Solana Larrañaga,10.70092046/q5h5g96,2025-05-16,Licencia de Funcionamiento,Servicios Públicos,En Línea,2062.46,False,False,46,Urgente
1106,Manu Leonardo Gallo Aznar,10.75990224/l9t4r46,2025-06-17,Reclamo de Servicio,Registro Civil,Telefónico,0.0,False,False,14,Urgente
1107,Haydée Godoy Cardona,10.42300946/t2j1q03,2025-06-17,Licencia de Construcción,Registro Civil,En Línea,186701.26,True,False,14,Baja
1108,Juan Pablo Mariño Vilaplana,10.91308798/y9f0p75,2025-06-14,Reclamo de Servicio,Servicios Públicos,Telefónico,0.0,False,True,17,Urgente
1109,Matilde Bustos Catalá,10.88513556/l6b6p41,2025-05-16,Permiso para Evento Público,Seguridad Ciudadana,Telefónico,1164.04,True,False,46,Media
1110,Felicidad Iñiguez Espinosa,10.43136660/r3g9l75,2025-05-25,Reclamo de Servicio,Registro Civil,Presencial,0.0,True,False,37,Urgente
1111,Jessica de Márquez,10.76142657/o1f0j26,2025-05-31,Pago de Impuestos,Tesorería,Presencial,2943.16,True,True,31,Urgente
1112,María Jesús Cazorla,10.10717685/x8p0p72,2025-06-14,Pago de Impuestos,Seguridad Ciudadana,Presencial,463.3,False,True,17,Urgente
1113,Asunción Menendez Valera,10.39923451/i9x7d34,2025-05-21,Pago de Impuestos,Servicios Públicos,En Línea,8294.0,True,False,41,Media
1114,Tito Marí Salinas,10.39849777/d0i4j12,2025-05-06,Solicitud de Partida de Nacimiento,Servicios Públicos,Presencial,0.0,True,False,56,Media
1115,Elena Echevarría González,10.86287198/o8m2p88,2025-05-31,Pago de Impuestos,Seguridad Ciudadana,En Línea,3533.31,True,False,31,Media
1116,Cosme Arnau Jove,10.46692009/j5v0q63,2025-05-22,Licencia de Funcionamiento,Servicios Públicos,En Línea,2138.41,True,False,40,Media
1117,Abraham Blanes Polo,10.85918749/n3h8n89,2025-05-14,Solicitud de Partida de Nacimiento,Tesorería,Telefónico,0.0,False,True,48,Urgente
1118,Hector Marcelino Olivé Rico,10.99952683/b0r3o83,2025-06-13,Reclamo de Servicio,Desarrollo Urbano,Telefónico,0.0,True,True,18,Urgente
1119,Delia Jove Cerro,10.39013996/l9z4u54,2025-06-14,Reclamo de Servicio,Tesorería,Telefónico,0.0,True,False,17,Alta
1120,Hernán Soto Vizcaíno,10.83909604/g7q2e93,2025-05-27,Licencia de Funcionamiento,Seguridad Ciudadana,Presencial,722.6,True,False,35,Media
1121,Victoria Caparrós-Grau,10.19447768/t7d4u93,2025-05-20,Pago de Impuestos,Servicios Públicos,Telefónico,5006.64,True,False,42,Media
1122,Miguel Gomis Grande,10.79644111/q3c9o82,2025-05-18,Pago de Impuestos,Servicios Públicos,Presencial,1630.67,True,True,44,Urgente
1123,María Dolores de Galiano,10.53572883/f4a8k59,2025-05-27,Licencia de Construcción,Seguridad Ciudadana,Presencial,94115.19,True,False,35,Alta
1124,Clímaco Hervia Fortuny,10.67346005/d9o3g36,2025-06-15,Licencia de Funcionamiento,Tesorería,En Línea,1330.39,True,False,16,Media
1125,Roxana Villalobos,10.92170176/o1i9u97,2025-06-23,Solicitud de Partida de Nacimiento,Desarrollo Urbano,En Línea,0.0,True,False,8,Baja
1126,María Leal Bárcena,10.68783981/o3f2e00,2025-05-09,Solicitud de Partida de Nacimiento,Desarrollo Urbano,Telefónico,0.0,False,False,53,Urgente
1127,Luciana Alonso Otero,10.99680583/a5g0c70,2025-06-08,Pago de Impuestos,Registro Civil,En Línea,2266.13,True,False,23,Media
1128,Ascensión Aramburu Malo,10.11559895/e3b9i28,2025-05-04,Permiso para Evento Público,Registro Civil,Presencial,412.9,True,False,58,Media
1129,Cristian Carlos Moreno,10.53805325/m7o2c89,2025-05-15,Licencia de Construcción,Seguridad Ciudadana,Presencial,139660.84,True,False,47,Alta
1130,Marcela Borja Montaña,10.75680697/z2s5g06,2025-05-10,Permiso para Evento Público,Tesorería,En Línea,856.94,True,False,52,Media
1131,Rosalía Mena Calatayud,10.86519939/y4w0s74,2025-06-30,Pago de Impuestos,Seguridad Ciudadana,En Línea,811.2,True,False,1,Baja
1132,Irma Alvarez Viñas,10.59672158/h2a0i41,2025-06-30,Pago de Impuestos,Seguridad Ciudadana,En Línea,9892.7,True,True,1,Media
1133,Remedios Macias Gelabert,10.55836714/o9q8d64,2025-06-16,Pago de Impuestos,Seguridad Ciudadana,Telefónico,5394.93,False,True,15,Urgente
1134,Ciríaco Gilabert Castro,10.39106959/t7i0c73,2025-05-25,Permiso para Evento Público,Desarrollo Urbano,Telefónico,1082.63,False,False,37,Urgente
1135,Amanda Bello Carretero,10.16440761/p7b3x17,2025-06-11,Solicitud de Partida de Nacimiento,Servicios Públicos,Telefónico,0.0,True,False,20,Media
1136,Florina Uría Pont,10.11233207/z0z2c24,2025-05-30,Licencia de Construcción,Registro Civil,Presencial,166433.29,True,False,32,Alta
1137,Úrsula Pardo Noriega,10.29760577/f7c2m77,2025-06-26,Permiso para Evento Público,Servicios Públicos,Presencial,277.21,False,False,5,Alta
1138,Leonardo Cornejo Ferreras,10.33002206/x0t7n86,2025-06-11,Pago de Impuestos,Seguridad Ciudadana,Presencial,8822.99,True,False,20,Media
1139,Marcio Barros Baquero,10.82192050/f6v9m72,2025-05-03,Licencia de Construcción,Registro Civil,Telefónico,135225.5,True,False,59,Alta
1140,Dominga Marqués-Calatayud,10.43609069/n8a2h19,2025-05-15,Licencia de Construcción,Seguridad Ciudadana,En Línea,91170.91,True,True,47,Urgente
1141,Abraham de Benitez,10.29644619/i2a9e83,2025-06-26,Licencia de Funcionamiento,Seguridad Ciudadana,Telefónico,2299.54,True,False,5,Baja
1142,Miguel Ángel Taboada Jover,10.10064213/q6k7m00,2025-05-09,Pago de Impuestos,Registro Civil,Presencial,8492.39,False,False,53,Urgente
1143,Elisabet Montenegro,10.71957869/w4v1g42,2025-06-16,Licencia de Construcción,Seguridad Ciudadana,En Línea,22096.81,False,True,15,Urgente
1144,Piedad Pujadas Zorrilla,10.52048627/l2t5i22,2025-05-14,Licencia de Construcción,Seguridad Ciudadana,Presencial,100444.97,True,False,48,Alta
1145,Miguel Ángel Benito Cazorla Cerdán,10.35269935/h3o1u27,2025-06-27,Reclamo de Servicio,Tesorería,En Línea,0.0,True,False,4,Media
1146,Máximo Jerez Vergara,10.66444823/m2f3d41,2025-05-17,Licencia de Construcción,Tesorería,Presencial,72257.23,True,False,45,Alta
1147,Daniel Chamorro Pinedo,10.54966610/k5n5d38,2025-06-11,Pago de Impuestos,Registro Civil,Telefónico,8552.35,True,False,20,Media
1148,Domingo Cerdá Aguirre,10.85358718/g5z2x55,2025-05-19,Solicitud de Partida de Nacimiento,Desarrollo Urbano,Telefónico,0.0,True,False,43,Media
1149,Regina Ríos Navarrete,10.39249416/g0p5s09,2025-05-03,Licencia de Funcionamiento,Seguridad Ciudadana,Presencial,1170.88,False,True,59,Urgente
1150,Chus Vilalta Pacheco,10.44450956/b1l3p00,2025-05-25,Pago de Impuestos,Servicios Públicos,Presencial,9856.76,False,False,37,Urgente
1151,Venceslás Ayala Bermúdez,10.83387821/f3g3s54,2025-05-09,Permiso para Evento Público,Seguridad Ciudadana,Telefónico,1023.96,False,False,53,Urgente
1152,Benigno Roda Pacheco,10.57924574/e3g5h04,2025-05-28,Solicitud de Partida de Nacimiento,Registro Civil,Presencial,0.0,True,True,34,Urgente
1153,Sabas Alcántara Solana,10.31463062/l8n1x58,2025-05-07,Permiso para Evento Público,Seguridad Ciudadana,En Línea,891.75,True,False,55,Media
1154,Baltasar Pedraza-Romeu,10.66351348/t2i0e49,2025-06-16,Permiso para Evento Público,Registro Civil,Presencial,831.55,True,False,15,Baja
1155,Carmen Vilalta Soler,10.34017025/i0s0q61,2025-06-07,Licencia de Construcción,Desarrollo Urbano,En Línea,11099.71,True,False,24,Media
1156,Calisto Bou Guillén,10.81024743/e0q9h22,2025-06-18,Reclamo de Servicio,Registro Civil,En Línea,0.0,True,True,13,Urgente
1157,Marina Gibert Juan,10.65486413/y9x5x17,2025-05-11,Licencia de Construcción,Tesorería,En Línea,74301.28,True,False,51,Alta
1158,Eloy Ribes Bejarano,10.58240674/b4l6z46,2025-05-10,Solicitud de Partida de Nacimiento,Seguridad Ciudadana,Presencial,0.0,True,True,52,Urgente
1159,Vicenta Alvarez Cárdenas,10.72176962/s4l5g57,2025-05-30,Licencia de Construcción,Tesorería,En Línea,98859.79,True,False,32,Alta
1160,Gertrudis Carmona,10.1023830/n0q1a28,2025-05-13,Solicitud de Partida de Nacimiento,Servicios Públicos,Telefónico,0.0,False,True,49,Urgente
1161,Gabino Isidoro Poza Daza,10.32443730/v4k4g16,2025-06-10,Solicitud de Partida de Nacimiento,Servicios Públicos,Presencial,0.0,True,False,21,Media
1162,Venceslás Alberto Aguirre,10.81861172/m9v5a46,2025-05-23,Reclamo de Servicio,Servicios Públicos,Presencial,0.0,True,False,39,Urgente
1163,Jose Manuel de Olmedo,10.53839383/e9s0o44,2025-06-19,Pago de Impuestos,Registro Civil,Telefónico,1998.89,True,False,12,Baja
1164,Conrado Severo Alemany Moles,10.22020932/u4p6t09,2025-06-05,Reclamo de Servicio,Tesorería,En Línea,0.0,True,False,26,Alta
1165,Gaspar Ropero Gelabert,10.2271639/e5c3v64,2025-06-09,Pago de Impuestos,Desarrollo Urbano,En Línea,4930.48,True,True,22,Alta
1166,Atilio Hoz Terrón,10.88273471/o2z6o80,2025-05-09,Pago de Impuestos,Seguridad Ciudadana,Presencial,1392.23,True,False,53,Media
1167,Valerio Ortuño,10.33613085/m8r7s12,2025-06-24,Pago de Impuestos,Tesorería,Telefónico,3126.48,True,False,7,Baja
1168,Trini Vazquez Alberdi,10.78863257/h5u7x98,2025-05-08,Pago de Impuestos,Tesorería,Telefónico,8451.77,True,True,54,Urgente
1169,Andrea Albero Feliu,10.84710049/j0q7n74,2025-05-12,Reclamo de Servicio,Tesorería,Presencial,0.0,True,False,50,Urgente
1170,Édgar Calzada Tejada,10.68045563/o2l6g03,2025-05-12,Solicitud de Partida de Nacimiento,Registro Civil,En Línea,0.0,True,True,50,Urgente
1171,Tadeo Antón Camacho,10.27694456/e6t1g91,2025-06-14,Licencia de Construcción,Tesorería,Presencial,159758.86,True,False,17,Media
1172,Saturnina Julieta Barón Ropero,10.91916226/d2x1t75,2025-06-28,Pago de Impuestos,Seguridad Ciudadana,Presencial,3137.42,True,False,3,Baja
1173,Ana Sofía Herrera Mur,10.44366655/a3i9b77,2025-06-21,Solicitud de Partida de Nacimiento,Registro Civil,En Línea,0.0,True,False,10,Baja
1174,Olivia Valbuena Narváez,10.18100777/y0z1l21,2025-05-20,Permiso para Evento Público,Registro Civil,Presencial,1056.38,True,False,42,Media
1175,Renato González Herrero,10.1603426/k6t6a00,2025-06-26,Pago de Impuestos,Registro Civil,Telefónico,3849.11,False,False,5,Alta
1176,Nando Carranza,10.67536918/h6t2x66,2025-05-28,Permiso para Evento Público,Tesorería,En Línea,702.31,True,False,34,Media
1177,Ariel Gaya Casas,10.21142245/v9j0v77,2025-06-04,Licencia de Construcción,Registro Civil,En Línea,45086.27,True,False,27,Media
1178,Damián Aranda Andrade,10.61811631/u3q8h17,2025-05-10,Solicitud de Partida de Nacimiento,Registro Civil,En Línea,0.0,True,False,52,Media
